Job Title,Description,District,Work Mode,url
Programador Frontend Senior,"Descripción del puesto Vive la experiencia SONDA Vive la experiencia SONDA ¡Aquí transformas tu carrera! ¡Aquí transformas tu carrera! ¿Por qué ser parte de SONDA? ¿Por qué ser parte de SONDA? Porque al igual que tú, amamos lo que hacemos, tenemos pasión por la innovación y estamos convencidos de que a través del conocimiento y de la tecnología no solo vamos a transformar los negocios de nuestros clientes, sino también el futuro. En SONDA vivirás una experiencia de trabajo con diversas oportunidades de desarrollo personal y profesional. Un excelente lugar para aprender y contribuir a mejorar la calidad de vida de las personas por medio de la tecnología. Buscamos a un/a Desarrollador Frontend Senior que quiera aprender y transformar su carrera, con el siguiente perfil: Lo que harás: Lo que harás: Participarás en el desarrollo de aplicaciones Frontend de alto impacto. Colaborarás en arquitecturas basadas en microservicios y tecnologías modernas. Formarás parte de un equipo multidisciplinario que impulsa la transformación digital. Participarás en el desarrollo de aplicaciones Frontend de alto impacto. Colaborarás en arquitecturas basadas en microservicios y tecnologías modernas. Formarás parte de un equipo multidisciplinario que impulsa la transformación digital. Lo que buscamos en ti: Lo que buscamos en ti: Titulado en Ingeniería de Sistemas, Informática o carreras afines; o técnico titulado en Informática o Sistemas o Computación o carreras afines a las Tecnologías de la Información. Egresado o Titulado de maestría relacionado a tecnologías de la información. Experiencia comprobada de 7 años como Desarrollador Frontend y desarrollo de software. Experiencia con microservicios. Curso o Taller en HTML5 O Java con Sprint o Hybernete o curso de Angular. Titulado en Ingeniería de Sistemas, Informática o carreras afines; o técnico titulado en Informática o Sistemas o Computación o carreras afines a las Tecnologías de la Información. Egresado o Titulado de maestría relacionado a tecnologías de la información. Experiencia comprobada de 7 años como Desarrollador Frontend y desarrollo de software. Experiencia con microservicios. Curso o Taller en HTML5 O Java con Sprint o Hybernete o curso de Angular. ¿Qué puedes esperar de nosotros? ¿Qué puedes esperar de nosotros? Desarrollo profesional y evolución constante de tus habilidades, siempre según tus intereses. Un ambiente colaborativo, diverso e innovador, que fomenta el trabajo en equipo. Desarrollo profesional y evolución constante de tus habilidades, siempre según tus intereses. Un ambiente colaborativo, diverso e innovador, que fomenta el trabajo en equipo. ¿Qué ofrecemos? ¿Qué ofrecemos? SONDA Academy, una plataforma educativa de aprendizaje constante que busca potenciar al máximo tu desarrollo profesional. SONDA Wellness, un programa que busca apoyarte en el balance de tu vida personal y profesional, promoviendo una serie de iniciativas enfocadas en tu salud física, mental y social. EPS al 100% Utilidades Bono de alimentación ¡Y mucho más! Diversidad +Inclusión = Innovación y colaboración SONDA Academy, una plataforma educativa de aprendizaje constante que busca potenciar al máximo tu desarrollo profesional. SONDA Wellness, un programa que busca apoyarte en el balance de tu vida personal y profesional, promoviendo una serie de iniciativas enfocadas en tu salud física, mental y social. EPS al 100% Utilidades Bono de alimentación ¡Y mucho más! Diversidad +Inclusión = Innovación y colaboración En SONDA estamos comprometidos con la diversidad. Fomentamos un ambiente inclusivo que garantice que los talentos puedan trabajar en un entorno positivo que los invite a desarrollar su carrera profesional en igualdad de oportunidades. Porque sabemos que un ambiente diverso es un elemento fundamental para impulsar la innovación, buscamos candidatos en función de su cualificación profesional, independientemente de su raza, color de piel, religión, edad, sexo, orientación sexual, identidad de género, nacionalidad o discapacidad. ¡Sé parte de nuestro equipo! ¡Sé parte de nuestro equipo! Remoto Programación Full-time, Indeterminado Junior 3 vacantes disponibles Remoto Programación Full-time, Indeterminado Junior 3 vacantes disponibles Remoto Programación Full-time, Indeterminado Junior 3 vacantes disponibles Remoto Programación Full-time, Indeterminado Remoto Remoto Remoto Programación Programación Programación Full-time, Indeterminado Full-time, Indeterminado Junior 3 vacantes disponibles Junior Junior Junior 3 vacantes disponibles 3 vacantes disponibles Empleos relacionados Actualizado hace 6 días Desarrollador FrontEnd Senior CANVIA 2.5 Somos Canvia, formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y ... Lima, Lima Híbrido Actualizado hace 9 días Desarrollador Frontend Senior- REMOTO CSTI Corp 3.7 Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos ... Lima, Lima Presencial Actualizado hace 3 días Desarrollador Frontend Semi-Senior PRESTAMYPE ¿Quieres pertenecer a la startup de servicios financieros (Fintech) más grande del Perú?En Grupo Prestamype estamos en la búsqueda del mejor talento, que colabore directamente con los cofundadores para transformar Prestamype en el primer banco digital para MIPYMEs en el Perú dentro de los próximos ... Postulación rápida Miraflores, Lima Híbrido Actualizado hace 11 días Desarrollador Frontend Senior- REMOTO CSTI Corp 3.7 Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos ... Lima, Lima Presencial Publicado hace 2 días Desarrollador FrontEnd Senior FRACTAL SOLUCIONES IT San Isidro, Lima Híbrido Empleos relacionados Actualizado hace 6 días Desarrollador FrontEnd Senior CANVIA 2.5 Somos Canvia, formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y ... Lima, Lima Híbrido Actualizado hace 9 días Desarrollador Frontend Senior- REMOTO CSTI Corp 3.7 Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos ... Lima, Lima Presencial Actualizado hace 3 días Desarrollador Frontend Semi-Senior PRESTAMYPE ¿Quieres pertenecer a la startup de servicios financieros (Fintech) más grande del Perú?En Grupo Prestamype estamos en la búsqueda del mejor talento, que colabore directamente con los cofundadores para transformar Prestamype en el primer banco digital para MIPYMEs en el Perú dentro de los próximos ... Postulación rápida Miraflores, Lima Híbrido Actualizado hace 11 días Desarrollador Frontend Senior- REMOTO CSTI Corp 3.7 Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos ... Lima, Lima Presencial Publicado hace 2 días Desarrollador FrontEnd Senior FRACTAL SOLUCIONES IT San Isidro, Lima Híbrido Empleos relacionados Actualizado hace 6 días Desarrollador FrontEnd Senior CANVIA 2.5 Somos Canvia, formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y ... Lima, Lima Híbrido Actualizado hace 9 días Desarrollador Frontend Senior- REMOTO CSTI Corp 3.7 Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos ... Lima, Lima Presencial Actualizado hace 3 días Desarrollador Frontend Semi-Senior PRESTAMYPE ¿Quieres pertenecer a la startup de servicios financieros (Fintech) más grande del Perú?En Grupo Prestamype estamos en la búsqueda del mejor talento, que colabore directamente con los cofundadores para transformar Prestamype en el primer banco digital para MIPYMEs en el Perú dentro de los próximos ... Postulación rápida Miraflores, Lima Híbrido Actualizado hace 11 días Desarrollador Frontend Senior- REMOTO CSTI Corp 3.7 Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos ... Lima, Lima Presencial Publicado hace 2 días Desarrollador FrontEnd Senior FRACTAL SOLUCIONES IT San Isidro, Lima Híbrido Empleos relacionados Actualizado hace 6 días Desarrollador FrontEnd Senior CANVIA 2.5 Somos Canvia, formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y ... Lima, Lima Híbrido Actualizado hace 9 días Desarrollador Frontend Senior- REMOTO CSTI Corp 3.7 Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos ... Lima, Lima Presencial Actualizado hace 3 días Desarrollador Frontend Semi-Senior PRESTAMYPE ¿Quieres pertenecer a la startup de servicios financieros (Fintech) más grande del Perú?En Grupo Prestamype estamos en la búsqueda del mejor talento, que colabore directamente con los cofundadores para transformar Prestamype en el primer banco digital para MIPYMEs en el Perú dentro de los próximos ... Postulación rápida Miraflores, Lima Híbrido Actualizado hace 11 días Desarrollador Frontend Senior- REMOTO CSTI Corp 3.7 Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos ... Lima, Lima Presencial Publicado hace 2 días Desarrollador FrontEnd Senior FRACTAL SOLUCIONES IT San Isidro, Lima Híbrido Empleos relacionados Actualizado hace 6 días Desarrollador FrontEnd Senior CANVIA 2.5 Somos Canvia, formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y ... Lima, Lima Híbrido Actualizado hace 9 días Desarrollador Frontend Senior- REMOTO CSTI Corp 3.7 Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos ... Lima, Lima Presencial Actualizado hace 3 días Desarrollador Frontend Semi-Senior PRESTAMYPE ¿Quieres pertenecer a la startup de servicios financieros (Fintech) más grande del Perú?En Grupo Prestamype estamos en la búsqueda del mejor talento, que colabore directamente con los cofundadores para transformar Prestamype en el primer banco digital para MIPYMEs en el Perú dentro de los próximos ... Postulación rápida Miraflores, Lima Híbrido Actualizado hace 11 días Desarrollador Frontend Senior- REMOTO CSTI Corp 3.7 Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.Nos encontramos ... Lima, Lima Presencial Publicado hace 2 días Desarrollador FrontEnd Senior FRACTAL SOLUCIONES IT San Isidro, Lima Híbrido Empleos relacionados",Lima,Remoto,https://www.bumeran.com.pe/empleos/programador-frontend-senior-sonda-del-peru-s.a.-1117973000.html
Analista Programador Java,"Descripción del puesto Analista Programador Java Analista Programador Java Resumen del Puesto Resumen del Puesto Estamos buscando un Analista Programador Java con experiencia para unirse a nuestro equipo. El candidato ideal tendrá un sólido conocimiento de Java y experiencia en el desarrollo de aplicaciones. Buscamos una persona con disponibilidad para trabajar y colaborar en proyectos desafiantes. Analista Programador Java Responsabilidades Responsabilidades Diseñar, desarrollar y mantener aplicaciones utilizando Java. Analizar los requisitos del sistema y diseñar soluciones eficientes. Colaborar con otros desarrolladores y equipos para entregar productos de alta calidad. Realizar pruebas y depuración de aplicaciones. Documentar el código y los procesos de desarrollo. Diseñar, desarrollar y mantener aplicaciones utilizando Java. Analizar los requisitos del sistema y diseñar soluciones eficientes. Colaborar con otros desarrolladores y equipos para entregar productos de alta calidad. Realizar pruebas y depuración de aplicaciones. Documentar el código y los procesos de desarrollo. Requisitos Requisitos Título en Ciencias de la Computación o campo relacionado. Experiencia demostrable en programación Java. Conocimiento de frameworks y herramientas de desarrollo Java. Habilidad para trabajar en equipo y comunicarse eficazmente. Disponibilidad para trabajar. Título en Ciencias de la Computación o campo relacionado. Experiencia demostrable en programación Java. Conocimiento de frameworks y herramientas de desarrollo Java. Habilidad para trabajar en equipo y comunicarse eficazmente. Disponibilidad para trabajar. Presencial Programación Full-time, Indeterminado Semi Sr 1 vacante disponible Presencial Programación Full-time, Indeterminado Semi Sr 1 vacante disponible Presencial Programación Full-time, Indeterminado Semi Sr 1 vacante disponible Presencial Programación Full-time, Indeterminado Presencial Presencial Presencial Programación Programación Programación Full-time, Indeterminado Full-time, Indeterminado Semi Sr 1 vacante disponible Semi Sr Semi Sr Semi Sr 1 vacante disponible 1 vacante disponible Empleos relacionados Nuevo Publicado hace 11 horas Analista Programador JAVA Entelgy 2.0 Alta revisión de perfiles 💡 DÉJANOS CONTARTE LO QUE NOS HACE GENUINE 💙Buscamos profesionales que quieran reinventarse cada día 🔄, que lleven los retos en el ADN 🧬 y que sientan una pasión genuina por la tecnología 💻✨.Eso es lo que nos hace únicos, auténticos y diferentes ... Múltiples vacantes Lima, Lima Híbrido Publicado hace 2 días Analista Desarrollador Java ManpowerGroup Perú 3.8 En Experis Perú, nos encontramos en la búsqueda del mejor talento para sumarse a los desafíos de la transformación digital para importante empresa dedicada a la Administración de Fondos Colectivos.Por ello, te invitamos a formar parte del reto como: Analista Desarrollador JavaRequisitos para el ... La Victoria, Lima Presencial Actualizado hace 3 días ANALISTA PROGRAMADOR JAVA Valtx En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura ... Múltiples vacantes San Borja, Lima Híbrido Apto discapacidad Publicado hace 13 días Analista Programador Java G&S GESTION Y SISTEMAS SAC G&S Gestión y Sistemas es una empresa que brinda soluciones de negocios basado en TI. Somos líder en nuestro sector y reconocidos por Microsoft como Mejor Partner LATAM.Nos encontramos en búsqueda de un Analista Programador Java con el siguiente perfil:Requisitos: Universitario bachiller de las ... Miraflores, Lima Híbrido Apto discapacidad Actualizado hace 2 días Analista Programador Java Cloud Senior Green Solutions Importante empresa, del sector farmacéutico se encuentra en búsqueda del mejor talento para cubrir la posición:(1) Analista Programador Java Cloud SeniorRequisitos: Técnico/Universitario egresado en Ingeniería de Sistemas, Informática o afines. 3 años de experiencia en desarrollo de software con ... Lima, Lima Remoto Empleos relacionados Nuevo Publicado hace 11 horas Analista Programador JAVA Entelgy 2.0 Alta revisión de perfiles 💡 DÉJANOS CONTARTE LO QUE NOS HACE GENUINE 💙Buscamos profesionales que quieran reinventarse cada día 🔄, que lleven los retos en el ADN 🧬 y que sientan una pasión genuina por la tecnología 💻✨.Eso es lo que nos hace únicos, auténticos y diferentes ... Múltiples vacantes Lima, Lima Híbrido Publicado hace 2 días Analista Desarrollador Java ManpowerGroup Perú 3.8 En Experis Perú, nos encontramos en la búsqueda del mejor talento para sumarse a los desafíos de la transformación digital para importante empresa dedicada a la Administración de Fondos Colectivos.Por ello, te invitamos a formar parte del reto como: Analista Desarrollador JavaRequisitos para el ... La Victoria, Lima Presencial Actualizado hace 3 días ANALISTA PROGRAMADOR JAVA Valtx En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura ... Múltiples vacantes San Borja, Lima Híbrido Apto discapacidad Publicado hace 13 días Analista Programador Java G&S GESTION Y SISTEMAS SAC G&S Gestión y Sistemas es una empresa que brinda soluciones de negocios basado en TI. Somos líder en nuestro sector y reconocidos por Microsoft como Mejor Partner LATAM.Nos encontramos en búsqueda de un Analista Programador Java con el siguiente perfil:Requisitos: Universitario bachiller de las ... Miraflores, Lima Híbrido Apto discapacidad Actualizado hace 2 días Analista Programador Java Cloud Senior Green Solutions Importante empresa, del sector farmacéutico se encuentra en búsqueda del mejor talento para cubrir la posición:(1) Analista Programador Java Cloud SeniorRequisitos: Técnico/Universitario egresado en Ingeniería de Sistemas, Informática o afines. 3 años de experiencia en desarrollo de software con ... Lima, Lima Remoto Empleos relacionados Nuevo Publicado hace 11 horas Analista Programador JAVA Entelgy 2.0 Alta revisión de perfiles 💡 DÉJANOS CONTARTE LO QUE NOS HACE GENUINE 💙Buscamos profesionales que quieran reinventarse cada día 🔄, que lleven los retos en el ADN 🧬 y que sientan una pasión genuina por la tecnología 💻✨.Eso es lo que nos hace únicos, auténticos y diferentes ... Múltiples vacantes Lima, Lima Híbrido Publicado hace 2 días Analista Desarrollador Java ManpowerGroup Perú 3.8 En Experis Perú, nos encontramos en la búsqueda del mejor talento para sumarse a los desafíos de la transformación digital para importante empresa dedicada a la Administración de Fondos Colectivos.Por ello, te invitamos a formar parte del reto como: Analista Desarrollador JavaRequisitos para el ... La Victoria, Lima Presencial Actualizado hace 3 días ANALISTA PROGRAMADOR JAVA Valtx En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura ... Múltiples vacantes San Borja, Lima Híbrido Apto discapacidad Publicado hace 13 días Analista Programador Java G&S GESTION Y SISTEMAS SAC G&S Gestión y Sistemas es una empresa que brinda soluciones de negocios basado en TI. Somos líder en nuestro sector y reconocidos por Microsoft como Mejor Partner LATAM.Nos encontramos en búsqueda de un Analista Programador Java con el siguiente perfil:Requisitos: Universitario bachiller de las ... Miraflores, Lima Híbrido Apto discapacidad Actualizado hace 2 días Analista Programador Java Cloud Senior Green Solutions Importante empresa, del sector farmacéutico se encuentra en búsqueda del mejor talento para cubrir la posición:(1) Analista Programador Java Cloud SeniorRequisitos: Técnico/Universitario egresado en Ingeniería de Sistemas, Informática o afines. 3 años de experiencia en desarrollo de software con ... Lima, Lima Remoto Empleos relacionados Nuevo Publicado hace 11 horas Analista Programador JAVA Entelgy 2.0 Alta revisión de perfiles 💡 DÉJANOS CONTARTE LO QUE NOS HACE GENUINE 💙Buscamos profesionales que quieran reinventarse cada día 🔄, que lleven los retos en el ADN 🧬 y que sientan una pasión genuina por la tecnología 💻✨.Eso es lo que nos hace únicos, auténticos y diferentes ... Múltiples vacantes Lima, Lima Híbrido Publicado hace 2 días Analista Desarrollador Java ManpowerGroup Perú 3.8 En Experis Perú, nos encontramos en la búsqueda del mejor talento para sumarse a los desafíos de la transformación digital para importante empresa dedicada a la Administración de Fondos Colectivos.Por ello, te invitamos a formar parte del reto como: Analista Desarrollador JavaRequisitos para el ... La Victoria, Lima Presencial Actualizado hace 3 días ANALISTA PROGRAMADOR JAVA Valtx En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura ... Múltiples vacantes San Borja, Lima Híbrido Apto discapacidad Publicado hace 13 días Analista Programador Java G&S GESTION Y SISTEMAS SAC G&S Gestión y Sistemas es una empresa que brinda soluciones de negocios basado en TI. Somos líder en nuestro sector y reconocidos por Microsoft como Mejor Partner LATAM.Nos encontramos en búsqueda de un Analista Programador Java con el siguiente perfil:Requisitos: Universitario bachiller de las ... Miraflores, Lima Híbrido Apto discapacidad Actualizado hace 2 días Analista Programador Java Cloud Senior Green Solutions Importante empresa, del sector farmacéutico se encuentra en búsqueda del mejor talento para cubrir la posición:(1) Analista Programador Java Cloud SeniorRequisitos: Técnico/Universitario egresado en Ingeniería de Sistemas, Informática o afines. 3 años de experiencia en desarrollo de software con ... Lima, Lima Remoto Empleos relacionados Nuevo Publicado hace 11 horas Analista Programador JAVA Entelgy 2.0 Alta revisión de perfiles 💡 DÉJANOS CONTARTE LO QUE NOS HACE GENUINE 💙Buscamos profesionales que quieran reinventarse cada día 🔄, que lleven los retos en el ADN 🧬 y que sientan una pasión genuina por la tecnología 💻✨.Eso es lo que nos hace únicos, auténticos y diferentes ... Múltiples vacantes Lima, Lima Híbrido Publicado hace 2 días Analista Desarrollador Java ManpowerGroup Perú 3.8 En Experis Perú, nos encontramos en la búsqueda del mejor talento para sumarse a los desafíos de la transformación digital para importante empresa dedicada a la Administración de Fondos Colectivos.Por ello, te invitamos a formar parte del reto como: Analista Desarrollador JavaRequisitos para el ... La Victoria, Lima Presencial Actualizado hace 3 días ANALISTA PROGRAMADOR JAVA Valtx En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura ... Múltiples vacantes San Borja, Lima Híbrido Apto discapacidad Publicado hace 13 días Analista Programador Java G&S GESTION Y SISTEMAS SAC G&S Gestión y Sistemas es una empresa que brinda soluciones de negocios basado en TI. Somos líder en nuestro sector y reconocidos por Microsoft como Mejor Partner LATAM.Nos encontramos en búsqueda de un Analista Programador Java con el siguiente perfil:Requisitos: Universitario bachiller de las ... Miraflores, Lima Híbrido Apto discapacidad Actualizado hace 2 días Analista Programador Java Cloud Senior Green Solutions Importante empresa, del sector farmacéutico se encuentra en búsqueda del mejor talento para cubrir la posición:(1) Analista Programador Java Cloud SeniorRequisitos: Técnico/Universitario egresado en Ingeniería de Sistemas, Informática o afines. 3 años de experiencia en desarrollo de software con ... Lima, Lima Remoto Empleos relacionados",Lima,Presencial,https://www.bumeran.com.pe/empleos/analista-programador-java-1117972678.html
Trainee Programador Jr,"Descripción del puesto Perfil de Desarrollador/ Programador Junior Requisitos: Carreras universitarias sistemas a fines. (Egresado - Bachiller) Programación en Java, .NET u otros. Alta capacidad analítica Alto grado de manejo de algoritmos Disponibilidad de trabajo presencial Carreras universitarias sistemas a fines. (Egresado - Bachiller) Programación en Java, .NET u otros. Alta capacidad analítica Alto grado de manejo de algoritmos Disponibilidad de trabajo presencial",Lima,Presencial,https://www.bumeran.com.pe/empleos/trainee-programador-jr-building-software-1117968407.html
Analista Programador - Sede ATE,"Descripción del puesto ¡Buscamos a nuestro próximo/a Analista Programador! ¡Buscamos a nuestro próximo/a Analista Programador! ¿Te apasiona el desarrollo web y quieres crecer en un equipo innovador? ¡Esta oportunidad es para ti! ¿Te apasiona el desarrollo web y quieres crecer en un equipo innovador? ¡Esta oportunidad es para ti! ✅ Lo que harás: ✅ ✅ Lo que harás: Lo que harás: · Analizar, diseñar e implementar aplicaciones web alineadas a las necesidades del negocio. · Analizar, diseñar e implementar aplicaciones web alineadas a las necesidades del negocio. · Documentar de forma clara las soluciones implementadas. · Documentar de forma clara las soluciones implementadas. · Trabajar en equipo con otros programadores para desplegar y respaldar código. · Trabajar en equipo con otros programadores para desplegar y respaldar código. · Detectar y resolver errores en aplicaciones existentes. · Detectar y resolver errores en aplicaciones existentes. · Aportar ideas a iniciativas de mejora continua del área TI. · Aportar ideas a iniciativas de mejora continua del área TI. ✅ Lo que buscamos: ✅ Lo que buscamos: ✅ Lo que buscamos: · Egresado/a o bachiller en Ingeniería de Sistemas, Informática, Software o afines. · · Egresado/a o bachiller en Ingeniería de Sistemas, Informática, Software o afines. · Experiencia mínima de 2 años en desarrollo web full stack . · · Experiencia mínima de 2 años en desarrollo web full stack . 2 años en desarrollo web full stack · Dominio de Python y React . · · Dominio de Python y React . Python y React · Manejo de bases de datos relacionales: SQL Server, MySQL u otros. · · Manejo de bases de datos relacionales: SQL Server, MySQL u otros. SQL Server, MySQL ✅ Lo que ofrecemos: ✅ Lo que ofrecemos: ✅ Lo que ofrecemos: · Ingreso a planilla desde el primer día (todos los",ATE,Presencial,https://www.bumeran.com.pe/empleos/analista-programador-sede-ate-bumeran-selecta-1117969140.html
"Desarrollador Full Stack Node.js, C#, Java, AngularJS","Descripción del puesto Puesto: Desarrollador Full Stack Senior Puesto: Desarrollador Full Stack Senior 📍 Modalidad de trabajo: Híbrido 📍 Sede: Surco Requisitos: Requisitos: Educación mínima: Ingeniería de Sistemas, Desarrollo de Software o carreras afines Experiencia: mínimo 5 años en desarrollo de software Conocimientos sólidos en: Educación mínima: Ingeniería de Sistemas, Desarrollo de Software o carreras afines Ingeniería de Sistemas, Desarrollo de Software o carreras afines Experiencia: mínimo 5 años en desarrollo de software mínimo 5 años en desarrollo de software Conocimientos sólidos en: Bases de datos: PostgreSQL, MySQL, SQL Lenguajes y frameworks: Node.js, C#, Java, AngularJS Arquitectura: Microservicios Bases de datos: PostgreSQL, MySQL, SQL Bases de datos: Lenguajes y frameworks: Node.js, C#, Java, AngularJS Lenguajes y frameworks: Arquitectura: Microservicios Arquitectura: Competencias valoradas: Competencias valoradas: Capacidad de análisis y resolución de problemas Trabajo en equipo y comunicación efectiva Proactividad y orientación a resultados Capacidad de análisis y resolución de problemas Trabajo en equipo y comunicación efectiva Proactividad y orientación a resultados Ofrecemos: Ofrecemos: Participación en proyectos desafiantes e innovadores Ambiente colaborativo y en constante aprendizaje Plan de desarrollo profesional Participación en proyectos desafiantes e innovadores Ambiente colaborativo y en constante aprendizaje Plan de desarrollo profesional Híbrido Programación Full-time, Indeterminado Semi Sr 3 vacantes disponibles Híbrido Programación Full-time, Indeterminado Semi Sr 3 vacantes disponibles Híbrido Programación Full-time, Indeterminado Semi Sr 3 vacantes disponibles Híbrido Programación Full-time, Indeterminado Híbrido Híbrido Híbrido Programación Programación Programación Full-time, Indeterminado Full-time, Indeterminado Semi Sr 3 vacantes disponibles Semi Sr Semi Sr Semi Sr 3 vacantes disponibles 3 vacantes disponibles Avisos de IBR PERU S.A. Publicado hace 5 días Ejecutivo Toma de Firma (Experiencia en ATC Call center/ Back Office) Modo de edición IBR PERU S.A. ¡Tu próximo desafío te está esperando! ¿Te entusiasma la idea de crecer profesionalmente en un entorno donde se valora la integridad, el compromiso y el disfrute por lo que haces? Compañía transnacional líder en el sector de servicios BPO, se encuentra en la búsqueda de un(a) Ejecutivo de Toma de Firma, que quiera sumar su talento al desarrollo de negocios.Buscamos a una persona comprometida , proactiva y con una mirada innovadora , que disfrute trabajar en equipo y que valore tanto los detalles como los grandes objetivos. Revisión y validación de documentos referenciales al proceso de financiamiento vehicular. Absolver consultas de la financiera y cliente externo. Elaboración de informes de gestión. Armado de archivos de crédito y garantía. Seguimiento y control de los procesos de firmas asignados diariamente. Otras funciones relacionadas a la cartera a gestionar. Requisitos: Estudiantes o estudios técnicos en Administración o afines. Experiencia mínima de 6 meses en actividades administrativas, atención a clientes. Afinidad con plataformas tecnológicas. Persona responsable, con habilidad para la negociación, comunicación, orientada al logro de resultados, trabajo en equipo, liderazgo y tolerancia al trabajo bajo presión. Disponibilidad para trabajar en San Isidro (Presencial)",Lima,Híbrido,https://www.bumeran.com.pe/empleos/desarrollador-full-stack-node.js-c-java-angularjs-ibr-peru-s.a.-1117967655.html
